"","alpha","mean","err","mean_random","err_mean_random"
"1",0,0.027375,0.0122572584461365,0.717675,0.378913993860862
"2",0.05,0.04515,0.0255559215878655,0.93165,0.136454096724212
"3",0.1,0.05455,0.0313180131668334,0.965325,0.0950865698678355
"4",0.2,0.101175,0.0524648294892239,0.987225,0.0463373845305085
"5",0.3,0.1472,0.116891621949784,0.99315,0.0221018040799783
"6",0.4,0.248525,0.162224122822844,0.99575,0.00832281387327813
"7",0.5,0.25755,0.186320643116328,0.99805,0.00220663335632152
"8",0.6,0.405375,0.217124292361157,0.998025,0.002465011572241
"9",0.7,0.476775,0.24552544256903,0.996225,0.00591602560629677
"10",0.8,0.481225,0.25454358223379,0.9983,0.00155579973663477
"11",0.9,0.610325,0.224999417378163,0.99585,0.0146279500640699
"12",1,0.63545,0.227717993613558,0.9975,0.00302976685233158
"13",1.1,0.702775,0.17697565927087,0.993625,0.0245081749835772
"14",1.2,0.731475,0.207354766906802,0.997525,0.00352272840063145
"15",1.5,0.7539,0.169891639672967,0.99785,0.00194211093189727
