"","alpha","mean","err"
"1",0.1,0.22464,0.173913909736973
"2",0.2,0.3032,0.246490202645054
"3",0.3,0.26044,0.327059181188971
"4",0.4,0.47328,0.360541054527775
"5",0.5,0.80432,0.12250074285489
"6",0.6,0.86592,0.0501484994790472
"7",0.7,0.89028,0.0278849780347771
"8",0.8,0.89244,0.0390388012111028
"9",0.9,0.87588,0.0880166575143592
