3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 24 26 27 28 29 30 35 40
0.0011935209 -0.0004475703 0.0032225064 -0.0003410060 -0.0015345269 0.0186381074 0.0504973004 0.0756521739 0.1252731923 0.1621909633 0.1898681881 0.2247168433 0.2520375107 0.2724744246 0.3079735219 0.3159704461 0.3253735361 0.3603324808 0.3859114 0.4115047 0.4390114 0.4567964 0.4646967 0.474795 0.4777238 0.5162294 0.5542647 
0.0001705030 0.0024296675 -0.0022506394  0.0004688832 -0.0023748630 0.0146419437 0.0514350668 0.0622506394 0.1248779354 0.1888959932 0.2119417667 0.2341249543 0.2400341006 0.2778612532 0.2835865804 0.3280335323 0.3304213218 0.3506649616 NA NA NA NA NA NA NA NA NA 
-0.0034100597 0.0003836317 -0.0019948849 0.0027280477 -0.0149068323 0.0125959079 0.0584541063 0.0994373402 0.1657056498 0.1820758738 0.2024985245 0.2386919985 0.2457459506 0.2898017903 0.3029787874 0.3069053708 0.3504913178 0.3530690537 NA NA NA NA NA NA NA NA NA 
0.0044330776 0.0010230179 -0.0002557545 0.0003836317 0.0089514066 0.0080242967 0.0464052288 0.1029156010 0.1340385957 0.1603154305 0.1998426126 0.2475337961 0.2541517477 0.2905690537 0.2773130736 0.3167661267 0.3610445551 0.3554987212 NA NA NA NA NA NA NA NA NA 
-0.0010230179  0.0012148338 -0.0004092072 -0.0064791134 0.0119473877 0.0263427110 0.0600170503 0.0643478261 0.1459195536 0.1536658142 0.1988982884 0.2334855681 0.2631372549 0.2915281330 0.2856927937 0.3323813583 0.3351998923 0.3565601023 NA NA NA NA NA NA NA NA NA 
