4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 35 40 45
0.0004475703 0.0010230179 0.0023017903 -0.0054439167 0.03462276 0.07729469 0.10401535 0.13478261 0.16144501 0.2002754 0.2173913 0.2425405 0.2647155 0.2816504 0.3071185 0.3305021 0.3479028 0.3687858 0.4018717 0.3776159 0.4070652 0.4145371 0.4331694 0.4443402 0.4335221 0.4525090 0.4627621 0.5115623 0.5561969 0.5879915
0.0019820972 0.0033759591 0.0006393862 0.0063573255 0.01122123 0.06368286 0.09800512 0.13510811 0.16602728 0.20066890 0.21428571 0.23623188 0.26125703 0.30282834 0.30760159 0.31867008 0.3363683 0.3548045 0.3784352 0.3890470 0.3869246 0.4064143 0.4347531 0.4450696 0.4317501 0.4597491 0.4709548 NA NA NA
-0.0005754476 0.0030690537 0.0004262575 -0.0034709536 0.01764706 0.07618642 0.10145780 0.13647989 0.17728048 0.20074759 0.22362075 0.22245524 0.25812020 0.29354596 0.31624041 0.33392112 0.3582737 0.3759834 0.3840851 0.3865784 0.3861786 0.4111918 0.4340842 0.4251397 0.4434684 0.4512920 0.4670332 NA NA NA
0.0000000000  0.0003069054  0.0029411765 -0.0018998904 0.02429668 0.06800227 0.09023018 0.13438735 0.16240409 0.17757230 0.19559737 0.24704177 0.25455563 0.29091319 0.30664962 0.33927850 0.3473913 0.3537937 0.3787026 0.3949405 0.4028559 0.4187417 0.4209620 0.4234318 0.4456248 0.4538231 0.4633333 NA NA NA
0.0024936061 -0.0020971867 0.0009377664 0.0000000000 0.04184783 0.05703325 0.08196931 0.14387352 0.16383205 0.18807791 0.21291560 0.23957374 0.26651215 0.29319994 0.31543052 0.34985866 0.3413939 0.3566192 0.3608463 0.3957078 0.4141304 0.4202967 0.4272182 0.4288624 0.4455334 0.4448708 0.4712276 NA NA NA
