"","alpha","mean","err","mean_random","err_mean_random"
"1",0,0.00825,0.00407462441245375,0.405025,0.235675405579097
"2",0.05,0.010525,0.0049041452900216,0.8326,0.206601908795511
"3",0.1,0.01155,0.00679724680312287,0.923275,0.122216912569205
"4",0.2,0.02645,0.029666479400158,0.975175,0.0637064129525596
"5",0.3,0.0502,0.0502737123539346,0.9937,0.0089103800028322
"6",0.4,0.09365,0.124786289105486,0.995925,0.00545558993496227
"7",0.5,0.133625,0.135795979605153,0.996525,0.00388941693606691
"8",0.6,0.244675,0.194110646149865,0.99695,0.00363000317863815
"9",0.7,0.279175,0.249531035786158,0.996375,0.00665519846936714
"10",0.8,0.250775,0.220472044567781,0.99735,0.00377270901784558
"11",0.9,0.34585,0.227761745735566,0.9979,0.00199743425166978
"12",1,0.424825,0.235988579417277,0.998325,0.00168534406439297
"13",1.1,0.3889,0.286662116839266,0.9977,0.00284830133813481
"14",1.2,0.434475,0.229824011543727,0.9982,0.00222111083319436
"15",1.5,0.461675,0.303402194564684,0.9973,0.00353154284581044
