"nodes","max.update","n.seeds","threshold","z","time","n.run","cascade.fraction"
10000,100,1,0.1,1,2,10,0.0486
10000,100,1,0.1,2,24,10,6.3602
10000,100,1,0.1,3,15,10,9.4002
10000,100,1,0.1,4,13,10,8.8176
10000,100,1,0.1,5,12,10,9.927
10000,100,1,0.1,6,11,10,9.9738
10000,100,1,0.1,7,10,10,9.9912
10000,100,1,0.1,8,10,10,9.9975
10000,100,1,0.1,9,10,10,9.9991
10000,100,1,0.1,10,10,10,9.9996
10000,100,1,0.1,11,12,10,9.9999
10000,100,1,0.1,12,14,10,9.9997
10000,100,1,0.1,13,15,10,6.0017
10000,100,1,0.1,14,19,10,1.0088
10000,100,1,0.1,15,10,10,0.0047
10000,100,1,0.1,16,2,10,0.0019
10000,100,1,0.11,1,2,10,0.1252
10000,100,1,0.11,2,27,10,7.2032
10000,100,1,0.11,3,16,10,7.5188
10000,100,1,0.11,4,13,10,9.7988
10000,100,1,0.11,5,11,10,9.9327
10000,100,1,0.11,6,11,10,9.9728
10000,100,1,0.11,7,10,10,9.991
10000,100,1,0.11,8,12,10,9.9974
10000,100,1,0.11,9,11,10,9.9986
10000,100,1,0.11,10,12,10,9.9997
10000,100,1,0.11,11,12,10,8.0004
10000,100,1,0.11,12,8,10,4.004
10000,100,1,0.11,13,8,10,0.0055
10000,100,1,0.11,14,3,10,0.0041
10000,100,1,0.11,15,2,10,0.0027
10000,100,1,0.11,16,3,10,0.0016
10000,100,1,0.12,1,18,10,0.0097
10000,100,1,0.12,2,24,10,6.3862
10000,100,1,0.12,3,16,10,9.3919
10000,100,1,0.12,4,14,10,9.7992
10000,100,1,0.12,5,12,10,9.9297
10000,100,1,0.12,6,12,10,9.9766
10000,100,1,0.12,7,12,10,9.9905
10000,100,1,0.12,8,13,10,7.9969
10000,100,1,0.12,9,13,10,6.9997
10000,100,1,0.12,10,17,10,5.0007
10000,100,1,0.12,11,5,10,0.0129
10000,100,1,0.12,12,7,10,0.0041
10000,100,1,0.12,13,2,10,0.0024
10000,100,1,0.12,14,3,10,0.0019
10000,100,1,0.12,15,3,10,0.0013
10000,100,1,0.12,16,2,10,0.0012
10000,100,1,0.13,1,3,10,0.0076
10000,100,1,0.13,2,23,10,5.5688
10000,100,1,0.13,3,2,10,8.4771
10000,100,1,0.13,4,14,10,9.8003
10000,100,1,0.13,5,13,10,9.9325
10000,100,1,0.13,6,13,10,9.9747
10000,100,1,0.13,7,13,10,8.9931
10000,100,1,0.13,8,17,10,6.9984
10000,100,1,0.13,9,4,10,6.0001
10000,100,1,0.13,10,2,10,0.0095
10000,100,1,0.13,11,2,10,0.0025
10000,100,1,0.13,12,2,10,0.0015
10000,100,1,0.13,13,2,10,0.0014
10000,100,1,0.13,14,2,10,0.0011
10000,100,1,0.13,15,2,10,0.0011
10000,100,1,0.13,16,3,10,0.0012
10000,100,1,0.14,1,2,10,0.0036
10000,100,1,0.14,2,21,10,6.3924
10000,100,1,0.14,3,16,10,9.396
10000,100,1,0.14,4,12,10,8.8217
10000,100,1,0.14,5,13,10,9.9287
10000,100,1,0.14,6,12,10,9.9756
10000,100,1,0.14,7,6,10,7.9934
10000,100,1,0.14,8,11,10,6.9996
10000,100,1,0.14,9,25,10,6.0008
10000,100,1,0.14,10,6,10,0.0042
10000,100,1,0.14,11,2,10,0.0019
10000,100,1,0.14,12,2,10,0.002
10000,100,1,0.14,13,2,10,0.0011
10000,100,1,0.14,14,3,10,0.0011
10000,100,1,0.14,15,2,10,0.001
10000,100,1,0.14,16,2,10,0.001
10000,100,1,0.15,1,9,10,0.118
10000,100,1,0.15,2,23,10,7.1593
10000,100,1,0.15,3,17,10,9.3886
10000,100,1,0.15,4,16,10,8.8208
10000,100,1,0.15,5,15,10,9.9312
10000,100,1,0.15,6,15,10,8.9751
10000,100,1,0.15,7,18,10,6.9952
10000,100,1,0.15,8,2,10,0.0091
10000,100,1,0.15,9,2,10,0.0057
10000,100,1,0.15,10,2,10,0.003
10000,100,1,0.15,11,3,10,0.0014
10000,100,1,0.15,12,3,10,0.0016
10000,100,1,0.15,13,2,10,0.001
10000,100,1,0.15,14,2,10,0.0011
10000,100,1,0.15,15,2,10,0.001
10000,100,1,0.15,16,2,10,0.001
10000,100,1,0.16,1,2,10,0.0386
10000,100,1,0.16,2,25,10,5.5832
10000,100,1,0.16,3,17,10,8.4726
10000,100,1,0.16,4,15,10,9.8111
10000,100,1,0.16,5,15,10,9.9333
10000,100,1,0.16,6,17,10,8.9766
10000,100,1,0.16,7,2,10,5.9947
10000,100,1,0.16,8,3,10,0.0069
10000,100,1,0.16,9,5,10,0.0037
10000,100,1,0.16,10,2,10,0.002
10000,100,1,0.16,11,2,10,0.0017
10000,100,1,0.16,12,2,10,0.0015
10000,100,1,0.16,13,2,10,0.001
10000,100,1,0.16,14,2,10,0.0011
10000,100,1,0.16,15,2,10,0.001
10000,100,1,0.16,16,2,10,0.001
10000,100,1,0.17,1,2,10,0.0066
10000,100,1,0.17,2,27,10,7.1697
10000,100,1,0.17,3,20,10,8.4662
10000,100,1,0.17,4,23,10,8.8269
10000,100,1,0.17,5,36,10,3.9738
10000,100,1,0.17,6,2,10,2.0005
10000,100,1,0.17,7,4,10,0.0053
10000,100,1,0.17,8,2,10,0.0026
10000,100,1,0.17,9,3,10,0.0016
10000,100,1,0.17,10,2,10,0.0013
10000,100,1,0.17,11,2,10,0.0011
10000,100,1,0.17,12,2,10,0.0011
10000,100,1,0.17,13,2,10,0.001
10000,100,1,0.17,14,2,10,0.001
10000,100,1,0.17,15,2,10,0.001
10000,100,1,0.17,16,2,10,0.001
10000,100,1,0.18,1,5,10,0.0175
10000,100,1,0.18,2,27,10,3.1869
10000,100,1,0.18,3,20,10,7.523
10000,100,1,0.18,4,21,10,9.8031
10000,100,1,0.18,5,25,10,4.965
10000,100,1,0.18,6,5,10,0.0049
10000,100,1,0.18,7,5,10,0.004
10000,100,1,0.18,8,2,10,0.0025
10000,100,1,0.18,9,2,10,0.0016
10000,100,1,0.18,10,2,10,0.001
10000,100,1,0.18,11,2,10,0.0012
10000,100,1,0.18,12,2,10,0.0012
10000,100,1,0.18,13,2,10,0.0011
10000,100,1,0.18,14,2,10,0.0011
10000,100,1,0.18,15,2,10,0.0011
10000,100,1,0.18,16,2,10,0.001
10000,100,1,0.19,1,6,10,0.0166
10000,100,1,0.19,2,27,10,7.133
10000,100,1,0.19,3,20,10,9.4021
10000,100,1,0.19,4,24,10,8.8159
10000,100,1,0.19,5,26,10,6.9532
10000,100,1,0.19,6,9,10,0.0364
10000,100,1,0.19,7,2,10,0.0057
