"","alpha","mean","err","mean_random","err_mean_random"
"1",0,0.0170128256513026,0.00545082798674402,0.0816585170340681,0.0480734683617028
"2",0.05,0.102405767892398,0.0730939795186855,0.76678637150506,0.314951273131345
"3",0.1,0.184785683817434,0.182258732114734,0.995697793176715,0.00431660956733442
"4",0.2,0.902478066977328,0.0766895506332453,0.997796790367884,0.000899346594890171
"5",0.3,0.981077329735631,0.00882053028019051,0.997196789558204,0.00219197167450997
"6",0.4,0.986975717676171,0.00742115328326504,0.997895986345352,0.000446281217377842
"7",0.5,0.990993183958278,0.00321249018871159,0.997998395988765,2.40003511690899e-06
"8",0.6,0.991594783945401,0.00301925446145941,0.997898596389566,0.000448775365711054
"9",0.7,0.992890969877016,0.00189471316582045,0.997997591966233,3.2986088050459e-06
"10",0.8,0.992391176730972,0.00211360090090358,0.997997593580736,2.73117136557072e-06
"11",0.9,0.993190565856123,0.00151387099724272,0.997997390760609,3.51684970673532e-06
"12",1,0.993193579930946,0.00150711699911189,0.997997993577517,3.05465487589133e-06
"13",1.1,0.993490168288384,0.00127993038299547,0.997996989963863,3.4158304379433e-06
"14",1.2,0.993094579505913,0.00199481888397695,0.997998193168637,3.31839168737331e-06
"15",1.5,0.993797592775913,0.000614795477503294,0.997999197591971,2.09970299398522e-06
