"","alpha","g_ratio","g_ratio_sd","type"
"1",0,0.0069,0.00302807377209188,"Betw Targeted"
"2",0.05,0.0134,0.00657813004369744,"Betw Targeted"
"3",0.1,0.0371,0.028794408289075,"Betw Targeted"
"4",0.2,0.113675,0.0721136522868856,"Betw Targeted"
"5",0.3,0.301,0.107431791121575,"Betw Targeted"
"6",0.4,0.418175,0.13249284209016,"Betw Targeted"
"7",0.5,0.571425,0.136522166416582,"Betw Targeted"
"8",0.6,0.667375,0.112970540180695,"Betw Targeted"
"9",0.7,0.7361,0.103128448660284,"Betw Targeted"
"10",0.8,0.781125,0.0949089138230805,"Betw Targeted"
"11",0.9,0.83865,0.0680902681400552,"Betw Targeted"
"12",1,0.85495,0.0699662739266533,"Betw Targeted"
"13",1.1,0.87625,0.0542807280339665,"Betw Targeted"
"14",1.2,0.8916,0.0368390818115483,"Betw Targeted"
"15",1.5,0.93445,0.0371172432110703,"Betw Targeted"
"16",0,0.406825,0.208578078291056,"Random"
"17",0.05,0.9071,0.0954438484404742,"Random"
"18",0.1,0.966425,0.0540825046359015,"Random"
"19",0.2,0.99485,0.0123694205241217,"Random"
"20",0.3,0.997325,0.00496855496714472,"Random"
"21",0.4,0.9968,0.00751135891969708,"Random"
"22",0.5,0.997225,0.00636290330443097,"Random"
"23",0.6,0.99815,0.00370412105910604,"Random"
"24",0.7,0.998775,0.00104972523877588,"Random"
"25",0.8,0.99865,0.00144204271070145,"Random"
"26",0.9,0.9986,0.00169160824706504,"Random"
"27",1,0.99875,0.000898717034272918,"Random"
"28",1.1,0.998975,0.000158113883008419,"Random"
"29",1.2,0.9988,0.00126491106406735,"Random"
"30",1.5,0.9989,0.000632455532033676,"Random"
"31",0,0.010125,0.00446173187025524,"Deg targeted"
"32",0.05,0.084125,0.0594501245389134,"Deg targeted"
"33",0.1,0.262275,0.116119740917594,"Deg targeted"
"34",0.2,0.579225,0.143130832654639,"Deg targeted"
"35",0.3,0.786425,0.100448452783837,"Deg targeted"
"36",0.4,0.84325,0.064503925541446,"Deg targeted"
"37",0.5,0.894675,0.0602296406712228,"Deg targeted"
"38",0.6,0.930425,0.0287035131415419,"Deg targeted"
"39",0.7,0.9401,0.0330886920028812,"Deg targeted"
"40",0.8,0.954175,0.0219052592912155,"Deg targeted"
"41",0.9,0.96615,0.0141757286250578,"Deg targeted"
"42",1,0.971775,0.01394216533968,"Deg targeted"
"43",1.1,0.97515,0.0109041276588272,"Deg targeted"
"44",1.2,0.974875,0.0133208675701139,"Deg targeted"
"45",1.5,0.9862,0.00847681604474288,"Deg targeted"
