"","alpha","g_ratio","g_ratio_sd","type"
"1",0,0.189525,0.042482568069075,"Betw Targeted"
"2",0.05,0.20745,0.0637068405939389,"Betw Targeted"
"3",0.1,0.2149,0.0630802500686067,"Betw Targeted"
"4",0.2,0.202625,0.0595671082445286,"Betw Targeted"
"5",0.3,0.186275,0.0542165588765117,"Betw Targeted"
"6",0.4,0.2157,0.0617485388594909,"Betw Targeted"
"7",0.5,0.2068,0.069687286851462,"Betw Targeted"
"8",0.6,0.2009,0.0532140332368571,"Betw Targeted"
"9",0.7,0.204125,0.0473189870819478,"Betw Targeted"
"10",0.8,0.197825,0.0558734318313757,"Betw Targeted"
"11",0.9,0.1911,0.0484401825146364,"Betw Targeted"
"12",1,0.193875,0.0585194193058803,"Betw Targeted"
"13",1.1,0.215425,0.0583784678868889,"Betw Targeted"
"14",1.2,0.191525,0.0571673151641471,"Betw Targeted"
"15",1.5,0.1988,0.0609813758874642,"Betw Targeted"
"16",0,0.997875,0.00254384627014957,"Random"
"17",0.05,0.997525,0.00345659903996355,"Random"
"18",0.1,0.997525,0.00337401457598724,"Random"
"19",0.2,0.995875,0.00751814045475582,"Random"
"20",0.3,0.99785,0.00310128178628591,"Random"
"21",0.4,0.99595,0.0066253205050678,"Random"
"22",0.5,0.9964,0.00745860370516958,"Random"
"23",0.6,0.984475,0.0758142086337992,"Random"
"24",0.7,0.98755,0.0662853002229078,"Random"
"25",0.8,0.9962,0.00703179591897788,"Random"
"26",0.9,0.9956,0.0100276540703121,"Random"
"27",1,0.996575,0.00688695347778162,"Random"
"28",1.1,0.996125,0.0102736593735181,"Random"
"29",1.2,0.996225,0.00827875718407181,"Random"
"30",1.5,0.99335,0.0211678881133543,"Random"
"31",0,0.5514,0.235129293401279,"Deg targeted"
"32",0.05,0.558575,0.213696032323413,"Deg targeted"
"33",0.1,0.586125,0.228904211015247,"Deg targeted"
"34",0.2,0.5242,0.188699217994656,"Deg targeted"
"35",0.3,0.5022,0.21864738032521,"Deg targeted"
"36",0.4,0.575125,0.220821448640043,"Deg targeted"
"37",0.5,0.537525,0.231634657906777,"Deg targeted"
"38",0.6,0.56285,0.211049581001777,"Deg targeted"
"39",0.7,0.542675,0.203124363509851,"Deg targeted"
"40",0.8,0.54645,0.228905640620087,"Deg targeted"
"41",0.9,0.475725,0.202751709657972,"Deg targeted"
"42",1,0.538025,0.21893617937889,"Deg targeted"
"43",1.1,0.54825,0.196555172654998,"Deg targeted"
"44",1.2,0.503675,0.219860023942974,"Deg targeted"
"45",1.5,0.523825,0.219843404349317,"Deg targeted"
