"","alpha","g_ratio","g_ratio_sd","type"
"47",0.15,0.90930143198554,0.164235392040868,"Random"
"48",0.16,0.944790591106042,0.111961069726582,"Random"
"49",0.17,0.938197756507006,0.140452393191193,"Random"
"50",0.18,0.896467589599264,0.166516055917013,"Random"
"51",0.19,0.924364396615808,0.145878163898689,"Random"
"52",0.2,0.930257065097268,0.117919517105281,"Random"
"53",0.21,0.87370109792349,0.206206699236393,"Random"
"54",0.22,0.947173226254572,0.109851845822643,"Random"
"55",0.23,0.936807838637659,0.131800365713268,"Random"
"56",0.24,0.881493291014223,0.210017136879895,"Random"
"57",0.25,0.909483543661774,0.129429162611658,"Random"
"58",0.26,0.925522617549314,0.134869876292943,"Random"
"59",0.27,0.934185685122616,0.127696133142502,"Random"
"60",0.28,0.978256960155552,0.0308186395920447,"Random"
"61",0.29,0.947131759637642,0.0918433256802482,"Random"
"62",0.3,0.906265875972015,0.149762215188965,"Random"
"63",0,0.747987094528485,0.28974359147024,"Deg targeted"
"64",0.01,0.795354179863605,0.230253595517861,"Deg targeted"
"65",0.02,0.849913678789946,0.178158663717711,"Deg targeted"
"66",0.03,0.753535518529389,0.246065592339863,"Deg targeted"
"67",0.04,0.791654148641587,0.248502371130158,"Deg targeted"
"68",0.05,0.809629669344607,0.222664475575401,"Deg targeted"
"69",0.06,0.800655399867246,0.20400246235768,"Deg targeted"
"70",0.07,0.798056191816262,0.260261654735294,"Deg targeted"
"71",0.08,0.789826690608909,0.222698413398856,"Deg targeted"
"72",0.09,0.809197662041087,0.246940747300579,"Deg targeted"
"73",0.1,0.853405632820727,0.213558682740556,"Deg targeted"
"74",0.11,0.84493680726655,0.228475585727875,"Deg targeted"
"75",0.12,0.763607910488037,0.259155629567951,"Deg targeted"
"76",0.13,0.849211253528308,0.235812820920348,"Deg targeted"
"77",0.14,0.785104382570849,0.232801693597243,"Deg targeted"
"78",0.15,0.843137740647669,0.189207227665785,"Deg targeted"
"79",0.16,0.814423805868062,0.227957463360343,"Deg targeted"
"80",0.17,0.84142739221854,0.193339877207353,"Deg targeted"
"81",0.18,0.818858642589724,0.232274393747702,"Deg targeted"
"82",0.19,0.8450702249871,0.213613195414919,"Deg targeted"
"83",0.2,0.839799120652062,0.184586357795208,"Deg targeted"
"84",0.21,0.847379765857999,0.23045799328304,"Deg targeted"
"85",0.22,0.864101339541603,0.181188196169204,"Deg targeted"
"86",0.23,0.834583346710901,0.200973464149951,"Deg targeted"
"87",0.24,0.799410701766437,0.229387911882499,"Deg targeted"
"88",0.25,0.854018991740585,0.216577676477493,"Deg targeted"
"89",0.26,0.745185871640178,0.240474348594644,"Deg targeted"
"90",0.27,0.865854865222178,0.198450140020041,"Deg targeted"
"91",0.28,0.876485794418767,0.186608048418665,"Deg targeted"
"92",0.29,0.843798707563219,0.179776974698491,"Deg targeted"
"93",0.3,0.835223765056532,0.17766305562049,"Deg targeted"
