"","alpha","g_ratio","g_ratio_sd","type"
"1",0,0.10245,0.0486510073155789,"Betw Targeted"
"2",0.05,0.1071,0.0384406302144235,"Betw Targeted"
"3",0.1,0.141675,0.0449275128429831,"Betw Targeted"
"4",0.2,0.1518,0.067969902841682,"Betw Targeted"
"5",0.3,0.164425,0.0638844660304835,"Betw Targeted"
"6",0.4,0.229525,0.106511823708655,"Betw Targeted"
"7",0.5,0.218025,0.0974459712235057,"Betw Targeted"
"8",0.6,0.273925,0.126332566299004,"Betw Targeted"
"9",0.7,0.28185,0.121972369716912,"Betw Targeted"
"10",0.8,0.3186,0.162307053103614,"Betw Targeted"
"11",0.9,0.36645,0.160877393991312,"Betw Targeted"
"12",1,0.36335,0.177589204742365,"Betw Targeted"
"13",1.1,0.460425,0.185459911695638,"Betw Targeted"
"14",1.2,0.428425,0.183449131844114,"Betw Targeted"
"15",1.5,0.534275,0.198673161247311,"Betw Targeted"
"16",0,0.183525,0.0697670069331504,"Random"
"17",0.05,0.216275,0.0968114708980082,"Random"
"18",0.1,0.342925,0.273190305371032,"Random"
"19",0.2,0.5338,0.348744723331095,"Random"
"20",0.3,0.733575,0.334884433759407,"Random"
"21",0.4,0.90455,0.21128264578582,"Random"
"22",0.5,0.91135,0.196374256759761,"Random"
"23",0.6,0.94305,0.160407166218841,"Random"
"24",0.7,0.946075,0.169811869885018,"Random"
"25",0.8,0.983775,0.0856218542375539,"Random"
"26",0.9,0.97195,0.102018336712774,"Random"
"27",1,0.99745,0.00846395070510584,"Random"
"28",1.1,0.970025,0.0888639084824049,"Random"
"29",1.2,0.998975,0.000158113883008419,"Random"
"30",1.5,0.996925,0.0131234522896988,"Random"
"31",0,0.1442,0.053947838054636,"Deg targeted"
"32",0.05,0.1767,0.114024333885135,"Deg targeted"
"33",0.1,0.241775,0.213241825827044,"Deg targeted"
"34",0.2,0.31165,0.155654540240354,"Deg targeted"
"35",0.3,0.415825,0.250637432232094,"Deg targeted"
"36",0.4,0.563525,0.256043664895918,"Deg targeted"
"37",0.5,0.54115,0.271936224612335,"Deg targeted"
"38",0.6,0.632625,0.304549914859659,"Deg targeted"
"39",0.7,0.7021,0.26473342179518,"Deg targeted"
"40",0.8,0.776075,0.198645204592742,"Deg targeted"
"41",0.9,0.7614,0.212830713997094,"Deg targeted"
"42",1,0.85115,0.168842750389155,"Deg targeted"
"43",1.1,0.917925,0.131860141039178,"Deg targeted"
"44",1.2,0.78345,0.236831212210137,"Deg targeted"
"45",1.5,0.9283,0.114126605361248,"Deg targeted"
