# index, pos, _pos
402,"array([  82.07, 1013.8 ])","array([-3.30914441,  1.98061358])"
403,"array([  82.43, 1557.94])","array([4.58395277, 1.44548602])"
404,"array([ 820.99, 1389.42])","array([3.07561494, 3.6671552 ])"
405,"array([ 821.67, 1338.31])","array([2.71563382, 3.33602484])"
406,"array([826.42, 449.89])","array([-0.62253457,  7.11773471])"
407,"array([ 83.54, 753.82])","array([-4.30753469,  3.35620349])"
408,"array([ 830.61, 1151.2 ])","array([2.07954023, 3.70957186])"
409,"array([ 842.42, 1491.26])","array([3.30620145, 3.82680514])"
410,"array([845.07, 803.18])","array([-0.61883006,  5.33212129])"
411,"array([853.11, 574.58])","array([-0.88249272,  6.62146105])"
412,"array([ 855.83, 1453.58])","array([3.34283717, 3.69091849])"
413,"array([867.29, 571.25])","array([-0.9776504 ,  6.71960727])"
414,"array([ 867.65, 1107.18])","array([1.56217651, 4.13192187])"
415,"array([  87.4 , 1056.52])","array([-3.34156702,  1.85849338])"
416,"array([ 870.84, 1303.19])","array([2.34339778, 3.88312396])"
417,"array([876.88, 743.9 ])","array([-0.71060995,  5.77906608])"
418,"array([ 877.55, 1398.66])","array([2.85707316, 3.63956574])"
419,"array([ 88.43, 599.02])","array([-4.18611113,  3.91858395])"
420,"array([881.26, 598.98])","array([-0.6135165 ,  6.71283589])"
421,"array([ 882.02, 1536.6 ])","array([3.31322421, 4.0283855 ])"
422,"array([882.72, 549.14])","array([-0.979823  ,  6.86980935])"
423,"array([883.53, 328.11])","array([-0.70349016,  7.43174805])"
424,"array([ 884.89, 1160.77])","array([1.88510231, 3.8797452 ])"
425,"array([ 886.49, 1452.3 ])","array([3.0509445 , 3.81914222])"
426,"array([888.56, 448.64])","array([-0.53832099,  7.29573698])"
427,"array([889.19, 652.78])","array([-0.72893228,  6.17346371])"
428,"array([889.73, 614.01])","array([-0.47922296,  6.34835578])"
429,"array([893.36, 626.92])","array([-0.62037193,  6.25543563])"
430,"array([ 896.07, 1390.36])","array([2.75158818, 3.65424098])"
431,"array([ 898.69, 1072.49])","array([0.93377855, 4.35467272])"
432,"array([ 899.91, 1113.27])","array([1.29734995, 4.18210421])"
433,"array([ 902.74, 1049.6 ])","array([0.75564983, 4.42031021])"
434,"array([ 903.99, 1036.25])","array([0.5964067 , 4.51119966])"
435,"array([ 911.71, 1007.27])","array([0.43394481, 4.58270591])"
436,"array([915.11, 335.26])","array([-0.59964292,  7.391607  ])"
437,"array([ 915.51, 1461.24])","array([3.08476718, 3.91370868])"
438,"array([ 916.5 , 1557.04])","array([3.33128784, 3.96725569])"
439,"array([ 917.67, 1309.73])","array([2.23132923, 4.02077048])"
440,"array([ 922.25, 1316.92])","array([2.38289824, 4.11343996])"
441,"array([922.97, 688.65])","array([-0.54426415,  6.11968754])"
442,"array([927.97, 828.77])","array([-0.23754841,  5.33037059])"
443,"array([ 928.97, 1098.62])","array([1.1748041 , 4.23242629])"
444,"array([930.27, 456.98])","array([-0.3855341 ,  7.06066228])"
445,"array([936.17, 433.8 ])","array([-0.24137067,  7.06116552])"
446,"array([ 937.58, 1337.35])","array([2.50040091, 4.03330316])"
447,"array([95.39, 92.33])","array([-3.98170703,  5.85286726])"
448,"array([ 95.49, 332.34])","array([-3.971205  ,  5.34681232])"
449,"array([ 952.9 , 1346.93])","array([2.56046094, 4.06081148])"
450,"array([955.54, 416.12])","array([-0.2083468 ,  7.01427098])"
451,"array([957.37, 562.49])","array([-0.32853276,  6.59872628])"
452,"array([959.25, 664.87])","array([-0.59911969,  6.37488598])"
453,"array([ 960.25, 1388.12])","array([2.7446457 , 4.19707001])"
454,"array([ 960.57, 1444.  ])","array([3.01280426, 4.0115705 ])"
455,"array([ 966.  , 1403.45])","array([2.85225252, 4.15493724])"
456,"array([966.76, 737.02])","array([-0.25836658,  6.01103676])"
457,"array([97.65, 46.18])","array([-4.07730773,  6.12442093])"
458,"array([970.51, 817.51])","array([-0.17589296,  5.4123783 ])"
459,"array([ 972.06, 1371.84])","array([2.52944158, 4.1614673 ])"
460,"array([974.68, 706.58])","array([-0.22271895,  6.14816359])"
461,"array([974.89, 588.35])","array([-0.30224448,  6.69350328])"
462,"array([979.64, 991.54])","array([0.86304582, 4.72237589])"
463,"array([ 985.01, 1038.82])","array([0.98482095, 4.53163913])"
464,"array([985.11, 726.18])","array([-0.14397652,  6.08747251])"
465,"array([985.94, 933.87])","array([0.16358032, 4.7030887 ])"
466,"array([ 986.34, 1075.53])","array([1.38891445, 4.34126141])"
467,"array([ 986.75, 1366.73])","array([2.55761191, 4.2557035 ])"
468,"array([986.78, 668.21])","array([-0.35870281,  6.30183069])"
469,"array([988.03, 844.2 ])","array([-0.12390537,  5.07383642])"
470,"array([989.28, 857.13])","array([-0.12738967,  4.90993826])"
471,"array([ 989.38, 1153.44])","array([1.4460196 , 4.48656846])"
472,"array([990.53, 876.73])","array([0.16926738, 5.01104639])"
473,"array([ 992.18, 1430.91])","array([2.92431056, 4.24037014])"
474,"array([994.25, 985.45])","array([0.79387394, 4.84338526])"
475,"array([995.95, 913.43])","array([0.2182814 , 4.67755974])"
476,"array([ 100.7 , 1537.64])","array([4.46791781, 1.38769444])"
477,"array([1000.16, 1317.55])","array([2.50665238, 4.3427681 ])"
478,"array([1001.44, 1233.26])","array([2.06207477, 4.34478327])"
479,"array([1003.67,  523.29])","array([-0.25784728,  6.80688943])"
480,"array([1006.79,  639.85])","array([-0.1855044 ,  6.29395508])"
481,"array([1006.87, 1374.07])","array([2.74907912, 4.319237  ])"
482,"array([1007.64, 1104.14])","array([1.49306606, 4.46034526])"
483,"array([1008.46, 1260.08])","array([2.16543803, 4.32882094])"
484,"array([101.47, 544.16])","array([-4.18062617,  4.07354377])"
485,"array([1011.02, 1514.25])","array([3.24343454, 4.44239579])"
486,"array([1011.98, 1398.34])","array([2.82215063, 4.30779923])"
487,"array([1013.25, 1204.2 ])","array([1.94022523, 4.33804276])"
488,"array([1013.57, 1472.1 ])","array([3.14420471, 4.41574077])"
489,"array([1014.3 ,  825.44])","array([0.0264843 , 5.35074024])"
490,"array([1016.13, 1527.02])","array([3.28833469, 4.55485852])"
491,"array([1019., 1224.])","array([1.97005043, 4.3990565 ])"
492,"array([1020.6 , 1541.07])","array([3.3106706 , 4.64928038])"
493,"array([1021.56, 1369.6 ])","array([2.68291847, 4.37941409])"
494,"array([1022.51, 1496.37])","array([3.19236305, 4.46392257])"
495,"array([1023.79, 1266.47])","array([2.25499096, 4.37153963])"
496,"array([1023.79, 1295.84])","array([2.34978147, 4.40978503])"
497,"array([1023.79, 1308.61])","array([2.45299584, 4.43850848])"
498,"array([1023.89,  802.08])","array([0.0979291 , 5.45033754])"
499,"array([1024.43, 1553.84])","array([3.32095302, 4.72496212])"
500,"array([1025.07, 1509.14])","array([3.25074592, 4.48838455])"
501,"array([1025.29, 1112.66])","array([1.60078365, 4.53367388])"
502,"array([1025.29,  993.37])","array([0.8724951 , 4.97600565])"
503,"array([1025.56,  831.69])","array([0.1399351 , 5.30807363])"
504,"array([1027.23,  842.12])","array([0.20678671, 5.21797771])"
505,"array([1029.52,  732.64])","array([0.12724308, 5.91363693])"
506,"array([103.64, 285.12])","array([-3.80541667,  5.68960084])"
507,"array([103.76, 809.9 ])","array([-4.10927103,  3.18823659])"
508,"array([1031.77, 1391.31])","array([2.83805077, 4.4469729 ])"
509,"array([1033.07,  862.14])","array([0.26195361, 5.16043851])"
510,"array([1033.48,  676.55])","array([-0.08948855,  6.21024723])"
511,"array([1033.64,  478.21])","array([-0.2045475 ,  6.87383914])"
512,"array([1033.69, 1185.04])","array([1.90289994, 4.48332576])"
513,"array([1034.42, 1115.7 ])","array([1.70967229, 4.61483187])"
514,"array([1035.36,  737.23])","array([0.23217362, 5.80851212])"
515,"array([1036.56, 1307.34])","array([2.48978304, 4.55422125])"
516,"array([1038.28,  667.17])","array([-0.01836   ,  6.32712459])"
517,"array([1038.48, 1506.58])","array([3.23836034, 4.55022993])"
518,"array([1038.7 ,  686.35])","array([-3.5225433e-03,  6.0945540e+00])"
519,"array([1038.91,  880.49])","array([0.34291185, 5.08964619])"
520,"array([1042.31, 1517.44])","array([3.25071153, 4.6177843 ])"
521,"array([1042.33,  906.33])","array([0.50787058, 5.1069829 ])"
522,"array([1043.55, 1099.88])","array([1.68207659, 4.70252808])"
523,"array([1043.91, 1425.16])","array([2.98922303, 4.37758086])"
524,"array([1044.54,  672.59])","array([0.06648112, 6.29756271])"
525,"array([1044.95,  607.95])","array([-0.03223984,  6.50620771])"
526,"array([1044.95,  730.97])","array([0.31969546, 5.90835861])"
527,"array([1046.78, 1528.94])","array([3.2629032 , 4.70001441])"
528,"array([1047.04,  710.96])","array([0.16381337, 6.01816633])"
529,"array([1047.87,  693.44])","array([0.10792765, 6.13174426])"
530,"array([1048.08,  825.44])","array([0.22310514, 5.36562161])"
531,"array([1049.63,  947.72])","array([0.80251513, 5.14106389])"
532,"array([105.27, 359.49])","array([-4.17198828,  5.29935055])"
533,"array([1050.24,  937.37])","array([0.67160357, 5.13778686])"
534,"array([1050.58,  797.49])","array([0.17436007, 5.54836081])"
535,"array([1052.04,  683.85])","array([0.14960135, 6.2674226 ])"
536,"array([1052.07,  970.85])","array([0.89124709, 5.09960982])"
537,"array([1053.71,  612.95])","array([2.40024841e-04, 6.46152467e+00])"
538,"array([1053.81, 1447.19])","array([3.07841702, 4.4489141 ])"
539,"array([1054.5, 1087.7])","array([1.6841217 , 4.79634564])"
540,"array([1055.08, 1499.56])","array([3.18708081, 4.52294695])"
541,"array([1055.72, 1258.16])","array([2.24299446, 4.42579593])"
542,"array([1056.21,  718.88])","array([0.26980373, 5.99791225])"
543,"array([1056.36, 1542.99])","array([3.27024946, 4.7825202 ])"
544,"array([1056.67,  553.88])","array([-0.12664641,  6.76465197])"
545,"array([1056.94, 1126.66])","array([1.83940469, 4.6539371 ])"
546,"array([ 106.26, 1248.58])","array([-2.68867537,  1.12944382])"
547,"array([106.46,  61.93])","array([-4.01371735,  6.13724891])"
548,"array([1060.38,  601.27])","array([0.01783534, 6.59227851])"
549,"array([1060.8 ,  689.27])","array([0.2358313 , 6.21823653])"
550,"array([1061.84,  849.21])","array([0.34069197, 5.31880786])"
551,"array([1062.05,  753.5 ])","array([0.44566193, 5.94644403])"
552,"array([1062.11, 1273.49])","array([2.30106337, 4.44298368])"
553,"array([1066.64,  712.63])","array([0.33464133, 6.07321141])"
554,"array([1067.06,  791.03])","array([0.25647058, 5.64270079])"
555,"array([1067.29, 1073.1 ])","array([1.60432143, 4.88898552])"
556,"array([1068.51,  522.96])","array([-0.07135618,  6.82458305])"
557,"array([1068.52,  867.97])","array([0.37387207, 5.22287093])"
558,"array([1069.11, 1105.36])","array([1.7872123 , 4.77131242])"
559,"array([1069.35,  826.27])","array([0.31015539, 5.41714021])"
560,"array([1071.05, 1493.81])","array([3.13473219, 4.54341346])"
561,"array([1071.05, 1504.67])","array([3.18545491, 4.63792577])"
562,"array([1072.48,  701.78])","array([0.31681355, 6.16075514])"
563,"array([1074.24, 1516.8 ])","array([3.204271  , 4.73823876])"
564,"array([1074.92,  491.7 ])","array([-0.10592541,  6.89340839])"
565,"array([1075.19,  864.64])","array([0.43314688, 5.31608972])"
566,"array([1075.81,  564.16])","array([-0.02362569,  6.6851111 ])"
567,"array([1076.41, 1107.79])","array([1.826094  , 4.88235673])"
568,"array([1079.57, 1127.58])","array([1.92098152, 4.97196656])"
569,"array([1080.4,  726.8])","array([0.42608697, 6.08064229])"
570,"array([1080.68,  931.89])","array([0.77005914, 5.18734551])"
571,"array([1081.03,  820.01])","array([0.35423343, 5.53604587])"
572,"array([1082.49,  693.02])","array([0.39801924, 6.18663173])"
573,"array([1082.5 ,  939.81])","array([0.88128312, 5.21592779])"
574,"array([1083.11, 1146.74])","array([1.92031491, 4.79265762])"
575,"array([1084.94, 1165.61])","array([2.00326369, 4.77097461])"
576,"array([1084.99,  575.  ])","array([0.07100712, 6.66639034])"
577,"array([1087.08,  733.48])","array([0.50367273, 6.05071028])"
578,"array([1087.28,  859.22])","array([0.4715804 , 5.42104195])"
579,"array([1087.98,  965.98])","array([0.97332648, 5.19843592])"
580,"array([1088.74, 1120.49])","array([1.87697554, 4.99017351])"
581,"array([1088.93, 1530.85])","array([3.18937086, 4.84498394])"
582,"array([1089.47,  977.31])","array([1.02561083, 5.14949998])"
583,"array([ 109.1 , 1118.26])","array([-2.94125809,  1.66518333])"
584,"array([109.39, 149.62])","array([-3.86390974,  5.88385656])"
585,"array([1090.83,  615.04])","array([0.17809831, 6.41188147])"
586,"array([1092.12, 1134.91])","array([1.96447604, 4.94684966])"
587,"array([1094.68, 1189.19])","array([2.18325579, 4.76738542])"
588,"array([1095.83,  702.2 ])","array([0.45365121, 6.14346055])"
589,"array([1096.04,  854.63])","array([0.49488866, 5.52913543])"
590,"array([1096.59, 1550.01])","array([3.11226196, 4.96135549])"
591,"array([1098.08,  532.13])","array([6.31498819e-03, 6.81142102e+00])"
592,"array([ 11.98, 892.99])","array([-3.89207219,  2.78892887])"
593,"array([ 110.  , 1314.19])","array([-2.47685699,  1.07420122])"
594,"array([110.7 , 706.02])","array([-4.17787229,  3.50612097])"
595,"array([ 110.77, 1081.22])","array([-3.08297744,  1.76276797])"
596,"array([1100.56,  670.14])","array([0.44183837, 6.24720592])"
597,"array([1101.25,  582.92])","array([0.20182395, 6.55453118])"
598,"array([1102.98, 1171.31])","array([2.09107357, 4.75680152])"
599,"array([1107.51,  756.41])","array([0.63566696, 6.05675795])"
600,"array([1107.93,  648.4 ])","array([0.45074277, 6.365551  ])"
601,"array([1108.55,  849.62])","array([0.63694961, 5.59669405])"
602,"array([ 111.93, 1266.94])","array([-2.57687797,  1.15110119])"
603,"array([1110.5 , 1057.27])","array([1.53144602, 4.98692671])"
604,"array([1110.71,  499.7 ])","array([-0.03538266,  6.95342056])"
605,"array([1113.56,  810.  ])","array([0.53505177, 5.88356047])"
606,"array([1114.15, 1109.01])","array([1.93673481, 5.09213477])"
607,"array([1114.15,  958.67])","array([1.08109827, 5.29756521])"
608,"array([1116.71, 1312.13])","array([2.7353603 , 4.67501319])"
609,"array([1116.89,  624.42])","array([0.45385461, 6.48297018])"
610,"array([1117.19, 1045.71])","array([1.47618438, 5.09467045])"
611,"array([1117.99, 1359.38])","array([2.84375092, 4.59596101])"
612,"array([1119.02,  926.42])","array([0.97612067, 5.30992324])"
613,"array([1120.65,  816.26])","array([0.63206095, 5.83361551])"
614,"array([1121.9 ,  839.61])","array([0.7735991 , 5.67200054])"
615,"array([1122.78, 1214.1 ])","array([2.27505706, 4.79202677])"
616,"array([1124.4 ,  600.23])","array([0.36171242, 6.55480814])"
617,"array([1126.32,  952.59])","array([1.07567066, 5.39744411])"
618,"array([1129.8 , 1276.68])","array([2.52423106, 4.67240343])"
619,"array([1129.8 , 1293.93])","array([2.59376996, 4.65810968])"
620,"array([1129.87,  412.75])","array([-0.12125734,  7.0441084 ])"
621,"array([ 113.6, 1233.9])","array([-2.67636103,  1.19250367])"
622,"array([1130.12, 1351.72])","array([2.80744788, 4.69323774])"
623,"array([1133.63, 1240.28])","array([2.44417551, 4.74874066])"
624,"array([1133.99,  828.35])","array([0.7303136 , 5.78793176])"
625,"array([1135.55, 1307.34])","array([2.6555914 , 4.68822499])"
626,"array([1136.51, 1375.35])","array([2.86879757, 4.7105365 ])"
627,"array([1136.67,  978.76])","array([1.20176866, 5.33638428])"
628,"array([1137.95,  739.73])","array([0.70660525, 6.37013422])"
629,"array([114.44, 797.88])","array([-4.09331487,  3.31589868])"
630,"array([1140.02, 1232.62])","array([2.36453417, 4.8254688 ])"
631,"array([1144.63,  777.27])","array([0.70874513, 6.13077039])"
632,"array([1145.19, 1029.88])","array([1.38167806, 5.31805716])"
633,"array([1145.8 , 1039.01])","array([1.42445844, 5.20460527])"
634,"array([1146.09, 1347.89])","array([2.77680817, 4.79544606])"
635,"array([1146.72, 1416.86])","array([2.92519509, 4.78402379])"
636,"array([1146.92,  811.26])","array([0.77644194, 5.88694633])"
637,"array([1149.28, 1303.82])","array([2.61147946, 4.73820978])"
638,"array([1149.6 , 1181.53])","array([2.07476846, 4.97622904])"
639,"array([115.05, 589.25])","array([-4.13325622,  3.90280464])"
640,"array([1150.67,  805.83])","array([0.72680409, 5.99297109])"
641,"array([1152.19,  443.49])","array([0.03908496, 7.06008678])"
642,"array([1152.79, 1224.96])","array([2.35606179, 4.93241717])"
643,"array([1152.97,  684.68])","array([0.68750969, 6.4875441 ])"
644,"array([1153.75, 1318.51])","array([2.67974259, 4.82043508])"
645,"array([1153.75, 1371.52])","array([2.85771798, 4.80393466])"
646,"array([1156.72,  755.58])","array([0.71121422, 6.25010602])"
647,"array([1161.09, 1169.4 ])","array([2.11774914, 5.02898694])"
648,"array([1161.09, 1196.86])","array([2.18004788, 4.9848391 ])"
649,"array([1161.41, 1347.89])","array([2.78299176, 4.8856562 ])"
650,"array([1161.52,  790.82])","array([0.77821663, 6.0593177 ])"
651,"array([1162.37, 1235.81])","array([2.41537597, 5.00564401])"
652,"array([1164.61, 1369.6 ])","array([2.84201013, 4.86770723])"
653,"array([1166.1 ,  887.99])","array([0.934555  , 5.66625971])"
654,"array([1166.52, 1318.51])","array([2.66029142, 4.92474119])"
655,"array([1166.52, 1415.58])","array([2.91850557, 4.87212644])"
656,"array([1167.48, 1214.1 ])","array([2.28383974, 4.99246215])"
657,"array([1167.77,  639.85])","array([0.55609443, 6.52754974])"
658,"array([1170.35, 1334.48])","array([2.70142507, 4.97145247])"
659,"array([1171.95, 1263.27])","array([2.49714525, 5.06336235])"
660,"array([1172.27, 1347.25])","array([2.75739894, 4.97601411])"
661,"array([1172.27, 1414.94])","array([2.92716829, 4.98829076])"
662,"array([1172.59, 1116.39])","array([1.95701223, 5.272428  ])"
663,"array([1174.41,  937.37])","array([1.04341956, 5.56775928])"
664,"array([1174.45,  622.75])","array([0.48206896, 6.61143077])"
665,"array([1175.14, 1184.72])","array([2.18695339, 5.03753235])"
666,"array([1176.42, 1220.48])","array([2.35589747, 5.03702132])"
667,"array([1177.38, 1316.6 ])","array([2.62696102, 5.01955875])"
668,"array([1178.2 ,  798.33])","array([0.87966289, 6.03819402])"
669,"array([1179.93, 1434.74])","array([2.99963153, 5.01771022])"
670,"array([ 118.78, 1049.51])","array([-3.25464319,  1.97540478])"
671,"array([1182.93, 1024.41])","array([1.54286746, 5.37654775])"
672,"array([1183.13, 1331.28])","array([2.68632852, 5.02778853])"
673,"array([1185.29,  626.92])","array([0.54200151, 6.72908329])"
674,"array([1186.  , 1198.13])","array([2.2582347 , 5.05512964])"
675,"array([1187.19,  867.38])","array([1.00792778, 5.77583167])"
676,"array([1188.23, 1345.97])","array([2.73137919, 5.06344195])"
677,"array([1188.55, 1240.92])","array([2.38246798, 5.11235653])"
678,"array([1189.46,  844.2 ])","array([0.8786514 , 5.87118488])"
679,"array([1189.51, 1413.03])","array([2.87429425, 5.08252024])"
680,"array([1189.62,  933.72])","array([1.11741397, 5.68265384])"
681,"array([119.56, 311.43])","array([-3.75952358,  5.61890977])"
682,"array([1192.06, 1021.36])","array([1.64316343, 5.45817167])"
683,"array([1194.58,  805.62])","array([0.97256871, 5.99678879])"
684,"array([1194.62, 1308.29])","array([2.57603437, 5.10646531])"
685,"array([1195.1 , 1058.49])","array([1.67129622, 5.38406969])"
686,"array([1197.18, 1468.59])","array([3.00579595, 5.05987883])"
687,"array([1198.63,  851.29])","array([0.97886438, 5.862214  ])"
688,"array([  12.22, 1436.98])","array([4.72516399, 1.16992576])"
689,"array([1201.01, 1286.58])","array([2.51133095, 5.1214844 ])"
690,"array([1201.01, 1405.36])","array([2.79671038, 5.14722719])"
691,"array([1202.4 , 1078.58])","array([1.80405451, 5.39515011])"
692,"array([1203.64,  883.4 ])","array([1.10767993, 5.84212425])"
693,"array([1207.07, 1233.26])","array([2.3102847, 5.1110603])"
694,"array([1207.88, 1054.23])","array([1.62185932, 5.4129284 ])"
695,"array([1208.64,  842.12])","array([1.04781004, 5.93459011])"
696,"array([ 121.61, 1159.14])","array([-2.739286  ,  1.58488808])"
697,"array([1210.59, 1399.62])","array([2.70896286, 5.15005416])"
698,"array([1211.22, 1456.45])","array([2.89038371, 5.13839947])"
699,"array([1211.54, 1281.79])","array([2.45577293, 5.16540477])"
700,"array([1211.98,  601.48])","array([0.53064456, 6.7993995 ])"
701,"array([1212.14, 1103.53])","array([1.93631448, 5.41423837])"
702,"array([1217.19,  737.23])","array([0.80440269, 6.54978133])"
703,"array([1218.23,  898.42])","array([1.17754778, 5.80682349])"
704,"array([ 122.45, 1352.87])","array([-2.41452493,  1.04258077])"
705,"array([ 122.95, 1235.9 ])","array([-2.60776772,  1.22968458])"
706,"array([1220.8 , 1447.51])","array([2.76710426, 5.21300756])"
707,"array([1222.41,  854.63])","array([1.16284519, 5.94057136])"
708,"array([1223.68, 1137.46])","array([2.01272313, 5.37897052])"
709,"array([1224.31, 1018.93])","array([1.75389642, 5.52318718])"
710,"array([1226.42,  648.63])","array([0.61276655, 6.82906939])"
711,"array([123.54, 287.11])","array([-3.75903792,  5.6815064 ])"
712,"array([1231.34, 1158.54])","array([2.11014484, 5.45918163])"
713,"array([1231.95,  721.4 ])","array([0.91906245, 6.61365452])"
714,"array([1234.21, 1384.93])","array([2.61709584, 5.20717802])"
715,"array([1237.7 , 1045.71])","array([1.86706839, 5.58202861])"
716,"array([ 124.11, 1134.61])","array([-2.83701072,  1.62079373])"
717,"array([ 124.78, 1273.44])","array([-2.50094582,  1.14315012])"
718,"array([ 124.95, 1212.54])","array([-2.68645139,  1.26818005])"
719,"array([1240.75,  871.03])","array([1.26557286, 5.91695244])"
720,"array([1242.42,  612.74])","array([0.5552553 , 6.86771591])"
721,"array([1245.37,  746.4 ])","array([1.08697906, 6.54897143])"
722,"array([1245.39, 1190.47])","array([2.20313692, 5.54366594])"
723,"array([1247.94, 1377.58])","array([2.5463021 , 5.29097772])"
724,"array([1248.79,  698.24])","array([0.90774794, 6.71652498])"
725,"array([1250.82, 1420.69])","array([2.63008833, 5.28958059])"
726,"array([1251.69,  738.51])","array([1.04759246, 6.60162914])"
727,"array([1251.95,  613.49])","array([0.53225467, 6.94878802])"
728,"array([1252.31,  855.2 ])","array([1.29010817, 6.0157919 ])"
729,"array([1254.14, 1087.7 ])","array([1.98980753, 5.57068353])"
730,"array([1255.61, 1208.99])","array([2.29321904, 5.6240638 ])"
731,"array([1255.96, 1036.58])","array([1.85890534, 5.67836981])"
732,"array([1258.01,  638.76])","array([0.43897134, 7.02756049])"
733,"array([1260.08, 1183.45])","array([2.23714274, 5.59120164])"
734,"array([1261.16,  756.4 ])","array([1.14332308, 6.56336362])"
735,"array([1262.63, 1223.68])","array([2.38491802, 5.68998282])"
736,"array([1263.27,  874.68])","array([1.35313683, 5.97519663])"
737,"array([1264.24, 1055.86])","array([1.91543519, 5.67335118])"
738,"array([1264.55, 1364.17])","array([2.49346749, 5.24064354])"
739,"array([1264.59,  618.76])","array([0.50922754, 7.02821386])"
740,"array([1265.09,  839.38])","array([1.39353956, 6.15108778])"
741,"array([1265.47,  529.39])","array([0.31317706, 7.17084936])"
742,"array([1265.83, 1410.79])","array([2.49467342, 5.3880378 ])"
743,"array([1266.69,  540.85])","array([0.43177934, 7.14778172])"
744,"array([1269.06,  750.09])","array([1.17123394, 6.61137948])"
745,"array([127.  , 694.62])","array([-4.1449756 ,  3.62512487])"
746,"array([1270.3 , 1237.09])","array([2.47949632, 5.69881496])"
747,"array([1270.94, 1202.6 ])","array([2.29604632, 5.58112779])"
748,"array([1271.43,  828.78])","array([1.36603003, 6.29841801])"
749,"array([1272.4 ,  883.81])","array([1.46494734, 6.00478855])"
750,"array([1272.63,  478.02])","array([0.21825552, 7.13733864])"
751,"array([1277.74,  617.18])","array([0.54584405, 7.0994563 ])"
752,"array([1281.96,  627.18])","array([0.6349728 , 7.01522961])"
753,"array([1282.22,  735.87])","array([1.18301138, 6.69087489])"
754,"array([1282.35,  659.16])","array([0.700851 , 6.9119133])"
755,"array([1283.35,  974.5 ])","array([1.67968144, 5.98824185])"
756,"array([1284.06,  678.24])","array([0.83351756, 6.89091702])"
757,"array([1284.57, 1026.84])","array([1.84412216, 5.7732212 ])"
758,"array([1287.22,  697.19])","array([0.90414478, 6.82008756])"
759,"array([1287.61,  890.51])","array([1.56816444, 6.0462192 ])"
760,"array([ 129.14, 1549.18])","array([4.39648723, 1.47151993])"
761,"array([129.34, 272.25])","array([-3.761726  ,  5.80597676])"
762,"array([1293.01,  800.88])","array([1.33266355, 6.44434885])"
763,"array([1293.54,  540.85])","array([0.44263895, 7.20652515])"
764,"array([1293.7 ,  972.67])","array([1.72638636, 6.04709791])"
765,"array([1294.59,  559.28])","array([0.51525855, 7.21888058])"
766,"array([1294.59,  675.6 ])","array([0.93879246, 6.92315317])"
767,"array([1295.11,  606.65])","array([0.60076697, 7.18513469])"
768,"array([1296.74, 1021.97])","array([1.77105393, 5.90260623])"
769,"array([1299.59,  485.32])","array([0.37666392, 7.20516608])"
770,"array([1299.59,  751.67])","array([1.17323052, 6.7729844 ])"
771,"array([ 130.46, 1127.94])","array([-2.89540165,  1.67777007])"
772,"array([1301.43,  788.25])","array([1.28996688, 6.58814285])"
773,"array([1302.22,  897.81])","array([1.5407716 , 6.15178021])"
774,"array([1306.17,  711.92])","array([0.98824459, 6.85637982])"
775,"array([1307.7 ,  970.24])","array([1.73203692, 6.13103091])"
776,"array([1308.92, 1018.93])","array([1.77707146, 5.99818066])"
777,"array([1309.25, 1325.22])","array([2.43697304, 5.56098569])"
778,"array([131.04, 287.53])","array([-3.7405805 ,  5.74728244])"
779,"array([ 131.12, 1060.53])","array([-3.14825096,  1.87475844])"
780,"array([ 131.79, 1276.78])","array([-2.45702558,  1.20847266])"
781,"array([131.79, 790.21])","array([-3.99598273,  3.39238506])"
782,"array([131.88, 495.82])","array([-4.18043979,  4.34136136])"
783,"array([1312.75,  776.93])","array([1.33375199, 6.72522965])"
784,"array([1314.59,  665.6 ])","array([1.01661936, 6.99720917])"
785,"array([1315.  , 1320.75])","array([2.49344997, 5.62624044])"
786,"array([1318.01,  769.04])","array([1.26018196, 6.78049788])"
787,"array([132.29, 106.02])","array([-3.94269343,  6.16236206])"
788,"array([1321.17,  732.19])","array([1.09415283, 6.83380479])"
789,"array([1322.31, 1013.45])","array([1.8123912 , 6.07623368])"
790,"array([1322.91,  908.16])","array([1.667404  , 6.22537078])"
791,"array([1326.96,  754.82])","array([1.22365529, 6.84937492])"
792,"array([1327.22,  603.49])","array([0.70819484, 7.2290153 ])"
793,"array([1327.77, 1356.51])","array([2.34710757, 5.51850032])"
794,"array([1332.75,  742.72])","array([1.15255886, 6.88480405])"
795,"array([1341.7 ,  732.19])","array([1.13800924, 6.96233109])"
796,"array([1344.59,  602.97])","array([0.83548993, 7.25430838])"
797,"array([1345.12,  720.87])","array([1.11906134, 7.03528441])"
798,"array([1345.65,  553.49])","array([0.63841019, 7.26299264])"
799,"array([1346.04, 1003.1 ])","array([1.91158893, 6.08115547])"
800,"array([1346.65,  909.98])","array([1.74013159, 6.35995528])"
801,"array([1350.38,  500.85])","array([0.52685873, 7.26328256])"
802,"array([1353.95, 1001.28])","array([2.00621353, 6.08617423])"
803,"array([1354.6 ,  600.33])","array([0.71743852, 7.28731359])"
804,"array([1354.6 ,  706.13])","array([1.09209039, 7.12542852])"
805,"array([ 136.2 , 1443.53])","array([4.45339391, 1.30672477])"
806,"array([136.77, 687.56])","array([-4.07490226,  3.72885493])"
807,"array([1360.34,  946.76])","array([1.86246192, 6.32556903])"
808,"array([1361.7 ,  821.67])","array([1.55186885, 6.77026522])"
