"","alpha","g_ratio","g_ratio_sd","type"
"1",0,0.120792392184771,0.0400111048508484,"Betw Targeted"
"2",0.05,0.116671187533661,0.0274898830567453,"Betw Targeted"
"3",0.1,0.157474966317808,0.103242265477964,"Betw Targeted"
"4",0.2,0.148415480712425,0.0365668941845257,"Betw Targeted"
"5",0.3,0.129760650363818,0.0590102627485498,"Betw Targeted"
"6",0.4,0.226776390571286,0.0736177100925169,"Betw Targeted"
"7",0.5,0.181553899521061,0.0823811725798378,"Betw Targeted"
"8",0.6,0.284323966431016,0.112825403970766,"Betw Targeted"
"9",0.7,0.251119682253493,0.0881592940358916,"Betw Targeted"
"10",0.8,0.27260245106839,0.143613882677011,"Betw Targeted"
"11",0.9,0.254084645656396,0.0773086296839226,"Betw Targeted"
"12",1,0.201045414372326,0.0677853865811162,"Betw Targeted"
"13",0,0.999282255966165,0.000381836153227,"Random"
"14",0.05,0.999490688898779,2.63630833870475e-05,"Random"
"15",0.1,0.998371635750497,0.00133753384434448,"Random"
"16",0.2,0.99916121666817,0.000474823022292946,"Random"
"17",0.3,0.999059240309664,0.000793849196423675,"Random"
"18",0.4,0.996448383467024,0.00686988099585485,"Random"
"19",0.5,0.998666027940303,0.00123052943169245,"Random"
"20",0.6,0.998504515651816,0.00227545569398527,"Random"
"21",0.7,0.997803741559134,0.00436908178737945,"Random"
"22",0.8,0.99930733291579,0.000173205051450163,"Random"
"23",0.9,0.99775942517671,0.00273816489456499,"Random"
"24",1,0.997155993245164,0.00520004095358321,"Random"
"25",0,0.243576694467734,0.142228038846643,"Deg targeted"
"26",0.05,0.164836762218185,0.0384853070697674,"Deg targeted"
"27",0.1,0.350279505317641,0.264748525372312,"Deg targeted"
"28",0.2,0.256685632519225,0.108567759400798,"Deg targeted"
"29",0.3,0.179108159434656,0.0601857683707633,"Deg targeted"
"30",0.4,0.522231088080081,0.233151174582576,"Deg targeted"
"31",0.5,0.354766071350093,0.120775526446431,"Deg targeted"
"32",0.6,0.558603314608201,0.267637029766771,"Deg targeted"
"33",0.7,0.559809762483901,0.247521074438028,"Deg targeted"
"34",0.8,0.759398739391778,0.149653465168923,"Deg targeted"
"35",0.9,0.729251045077335,0.205023324442337,"Deg targeted"
"36",1,0.390005053823024,0.148624522379372,"Deg targeted"
