"","alpha","g_ratio","g_ratio_sd","type"
"1",0,0.007575,0.00248985119522412,"Betw Targeted"
"2",0.05,0.0105,0.0048410636678211,"Betw Targeted"
"3",0.1,0.0158,0.0119726183328289,"Betw Targeted"
"4",0.2,0.0259,0.0235772597959809,"Betw Targeted"
"5",0.3,0.047725,0.0663100671089994,"Betw Targeted"
"6",0.4,0.088825,0.114616839390182,"Betw Targeted"
"7",0.5,0.14385,0.161581534550493,"Betw Targeted"
"8",0.6,0.1669,0.196674767325562,"Betw Targeted"
"9",0.7,0.235275,0.246677198752976,"Betw Targeted"
"10",0.8,0.365575,0.243854505539256,"Betw Targeted"
"11",0.9,0.3328,0.265870336625649,"Betw Targeted"
"12",1,0.36195,0.258944895632949,"Betw Targeted"
"13",1.1,0.420125,0.299104148528011,"Betw Targeted"
"14",1.2,0.388,0.277771442662802,"Betw Targeted"
"15",1.5,0.520375,0.255141457747537,"Betw Targeted"
"16",0,0.40015,0.24012246341377,"Random"
"17",0.05,0.803125,0.15766097796969,"Random"
"18",0.1,0.9632,0.0729204694979048,"Random"
"19",0.2,0.98305,0.0367688204032459,"Random"
"20",0.3,0.99245,0.0129850999423501,"Random"
"21",0.4,0.997325,0.00426306438477276,"Random"
"22",0.5,0.99645,0.0052033026987058,"Random"
"23",0.6,0.99685,0.00628204604918673,"Random"
"24",0.7,0.99615,0.00646707638141664,"Random"
"25",0.8,0.996825,0.00538224764792459,"Random"
"26",0.9,0.998275,0.00121923683570439,"Random"
"27",1,0.997275,0.00356613343725494,"Random"
"28",1.1,0.9975,0.00320256307610175,"Random"
"29",1.2,0.99795,0.00163220788017414,"Random"
"30",1.5,0.998475,0.00115442293276438,"Random"
"31",0,0.013325,0.00776047678947628,"Deg targeted"
"32",0.05,0.02735,0.0261343177470269,"Deg targeted"
"33",0.1,0.04815,0.0493187175161307,"Deg targeted"
"34",0.2,0.16585,0.172154008271961,"Deg targeted"
"35",0.3,0.2877,0.278764416667551,"Deg targeted"
"36",0.4,0.370725,0.295722842132586,"Deg targeted"
"37",0.5,0.49215,0.289867303858427,"Deg targeted"
"38",0.6,0.493575,0.30278069303858,"Deg targeted"
"39",0.7,0.539175,0.281842098682478,"Deg targeted"
"40",0.8,0.672725,0.274856231650154,"Deg targeted"
"41",0.9,0.641275,0.287752741749953,"Deg targeted"
"42",1,0.660275,0.274232821494101,"Deg targeted"
"43",1.1,0.69615,0.245551869292051,"Deg targeted"
"44",1.2,0.648425,0.291936934487483,"Deg targeted"
"45",1.5,0.760525,0.193448991156551,"Deg targeted"
