"","alpha","mean","err"
"1",0.1,0.02072,0.0187246361780409
"2",0.2,0.17404,0.205356003077582
"3",0.3,0.51384,0.358107620695232
"4",0.4,0.63272,0.34129352762688
"5",0.5,0.77708,0.035700588230448
"6",0.6,0.62096,0.310174093050983
"7",0.7,0.81812,0.0880929736131095
"8",0.8,0.77812,0.157932491907144
"9",0.9,0.84768,0.0969049637531535
