"","alpha","mean","err","mean_random","err_mean_random"
"1",0,0.011825,0.00404390963403055,0.238425,0.166539267333871
"2",0.05,0.0144,0.0081044463896093,0.75935,0.250895989278221
"3",0.1,0.0181,0.0116240246351231,0.903875,0.169836752312029
"4",0.2,0.03085,0.0219469640444694,0.98025,0.0393946176201254
"5",0.3,0.0388,0.0286474592778648,0.99425,0.00752346755841774
"6",0.4,0.0698,0.0667095503100126,0.995875,0.00796848761508701
"7",0.5,0.140825,0.164873982569128,0.994375,0.00857751234034193
"8",0.6,0.162275,0.169951574928015,0.996025,0.00480644599230274
"9",0.7,0.2743,0.216969358583424,0.996425,0.0058699036815581
"10",0.8,0.31035,0.228880839000425,0.996225,0.0036758916587924
"11",0.9,0.384775,0.272718177771815,0.99735,0.00516174289785822
"12",1,0.3361,0.237937807000065,0.994075,0.0154079358507065
"13",1.1,0.4532,0.289246784881185,0.99755,0.00374816194270178
"14",1.2,0.4113,0.269780651641292,0.99805,0.00176794825310048
"15",1.5,0.511175,0.29465589557121,0.99585,0.00695608938177045
