"","alpha","g_ratio","g_ratio_sd","type"
"1",0,0.462163750096628,0.155920946142185,"Betw Targeted"
"2",0.01,0.548537077938579,0.206301311661389,"Betw Targeted"
"3",0.02,0.537510009117444,0.195018720035645,"Betw Targeted"
"4",0.03,0.529449338788228,0.167584409390124,"Betw Targeted"
"5",0.04,0.568258911249402,0.143062039571788,"Betw Targeted"
"6",0.05,0.542721370139168,0.186941936893381,"Betw Targeted"
"7",0.06,0.519250317454804,0.19423582899889,"Betw Targeted"
"8",0.07,0.537848952416102,0.16969242409109,"Betw Targeted"
"9",0.08,0.549425350497899,0.186067279129828,"Betw Targeted"
"10",0.09,0.521363651284449,0.185164214821182,"Betw Targeted"
"11",0.1,0.57160225253793,0.151866840346424,"Betw Targeted"
"12",0.11,0.518745744498189,0.180009581263867,"Betw Targeted"
"13",0.12,0.557860091330868,0.165183220656498,"Betw Targeted"
"14",0.13,0.575365471037931,0.193789418796356,"Betw Targeted"
"15",0.14,0.612746845492352,0.137865236689786,"Betw Targeted"
"16",0.15,0.526284315084207,0.198865575036117,"Betw Targeted"
"17",0.16,0.590280937550075,0.17050638362599,"Betw Targeted"
"18",0.17,0.567089090453787,0.181332886804532,"Betw Targeted"
"19",0.18,0.570186653999911,0.15176481684952,"Betw Targeted"
"20",0.19,0.546423467740766,0.177429211098034,"Betw Targeted"
"21",0.2,0.580298697116412,0.153599187926053,"Betw Targeted"
"22",0.21,0.590045319208218,0.164331323811473,"Betw Targeted"
"23",0.22,0.599346467804718,0.171151040378793,"Betw Targeted"
"24",0.23,0.602873040963583,0.173243535510487,"Betw Targeted"
"25",0.24,0.570253400081107,0.141053155961501,"Betw Targeted"
"26",0.25,0.591596448296469,0.196052571107014,"Betw Targeted"
"27",0,0.280106851498244,0.189997546463264,"Random"
"28",0.01,0.344487671389282,0.26785374246928,"Random"
"29",0.02,0.355172753678746,0.247582879313768,"Random"
"30",0.03,0.307884730044989,0.228847515942191,"Random"
"31",0.04,0.363960776230129,0.245597187657222,"Random"
"32",0.05,0.342717816859218,0.244880076996396,"Random"
"33",0.06,0.319665000195844,0.24102053372381,"Random"
"34",0.07,0.322583453037144,0.220243876037661,"Random"
"35",0.08,0.363858799226967,0.252306128012978,"Random"
"36",0.09,0.322266370270382,0.23527434763245,"Random"
"37",0.1,0.333878106182563,0.20685798766201,"Random"
"38",0.11,0.349248268493173,0.223291865563428,"Random"
"39",0.12,0.335805231575413,0.20991454663068,"Random"
"40",0.13,0.362901481477779,0.265777914515449,"Random"
"41",0.14,0.306646557596441,0.248112756157176,"Random"
"42",0.15,0.350907832882333,0.245608420208014,"Random"
"43",0.16,0.406769330058891,0.262963035883258,"Random"
"44",0.17,0.345532250031672,0.251906837280518,"Random"
"45",0.18,0.33462432251448,0.236981014033933,"Random"
"46",0.19,0.312046043639172,0.217465713068509,"Random"
"47",0.2,0.357881043252911,0.232331261878147,"Random"
"48",0.21,0.344752121349431,0.23205433695847,"Random"
"49",0.22,0.379073804551828,0.249415401277719,"Random"
"50",0.23,0.385334239483931,0.255897971544927,"Random"
"51",0.24,0.36353871284612,0.212275139782763,"Random"
"52",0.25,0.421431149298396,0.254233841567684,"Random"
"53",0,0.447814922421123,0.383458848950083,"Deg targeted"
"54",0.01,0.436905991348377,0.354367124337119,"Deg targeted"
"55",0.02,0.519040143023192,0.390324327200444,"Deg targeted"
"56",0.03,0.391867881762597,0.326687921441259,"Deg targeted"
"57",0.04,0.527242413830274,0.375889866445454,"Deg targeted"
"58",0.05,0.485777310056861,0.383960051280818,"Deg targeted"
"59",0.06,0.411396936678145,0.344693370918103,"Deg targeted"
"60",0.07,0.454321263054853,0.349997893711145,"Deg targeted"
"61",0.08,0.514844874819905,0.388516561185925,"Deg targeted"
"62",0.09,0.385363412520835,0.321876784417416,"Deg targeted"
"63",0.1,0.47352684448251,0.349980561354934,"Deg targeted"
"64",0.11,0.477001501229057,0.345751875935054,"Deg targeted"
"65",0.12,0.512131356635226,0.368197130329579,"Deg targeted"
"66",0.13,0.478130009177554,0.36817689738524,"Deg targeted"
"67",0.14,0.401990849186485,0.350737752576964,"Deg targeted"
"68",0.15,0.494283899216816,0.368940482904168,"Deg targeted"
"69",0.16,0.509329787623395,0.338314716341829,"Deg targeted"
"70",0.17,0.429361334722837,0.349216023093562,"Deg targeted"
"71",0.18,0.438454602491369,0.34555604776387,"Deg targeted"
"72",0.19,0.44553471870056,0.349972912975223,"Deg targeted"
"73",0.2,0.511786383414504,0.367676361591727,"Deg targeted"
"74",0.21,0.479002807644135,0.349577348602544,"Deg targeted"
"75",0.22,0.488243646188085,0.358210226229132,"Deg targeted"
"76",0.23,0.49311517276895,0.352501472106714,"Deg targeted"
"77",0.24,0.552335609867421,0.369427433330451,"Deg targeted"
"78",0.25,0.62280982608846,0.373097591216604,"Deg targeted"
