"nodes","max.update","n.seeds","threshold","z","time","n.run","cascade.fraction"
10000,100,1,0.18,0.6,2,100,1e-04
10000,100,1,0.18,0.6,2,100,1e-04
10000,100,1,0.18,0.6,2,100,1e-04
10000,100,1,0.18,0.6,4,100,3e-04
10000,100,1,0.18,0.6,3,100,2e-04
10000,100,1,0.18,0.7,6,100,7e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,4,100,5e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,4,100,3e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,4,100,3e-04
10000,100,1,0.18,0.7,7,100,7e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,4,100,3e-04
10000,100,1,0.18,0.7,7,100,0.0015
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,5,100,5e-04
10000,100,1,0.18,0.7,6,100,6e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,8,100,0.0011
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,8,100,9e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,6,100,7e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,4,100,3e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,3,100,3e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,8,100,9e-04
10000,100,1,0.18,0.7,6,100,0.001
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,6,100,5e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,14,100,0.0029
10000,100,1,0.18,0.7,3,100,3e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,5,100,4e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,8,100,0.001
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,4,100,4e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,3,100,2e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,14,100,0.0029
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,2,100,1e-04
10000,100,1,0.18,0.7,5,100,4e-04
