# index, pos, _pos
402,"array([703.48, 843.21])","array([0.34626727, 2.67625607])"
403,"array([708.05, 962.58])","array([0.5105109 , 2.51098079])"
404,"array([  71.54, 1409.11])","array([2.08109604, 2.87155967])"
405,"array([  71.54, 1421.3 ])","array([2.19475069, 2.83617136])"
406,"array([ 711.61, 1506.64])","array([1.38978423, 1.77857041])"
407,"array([715.56, 588.07])","array([-0.19590947,  2.96319453])"
408,"array([  72.56, 1390.82])","array([1.97096044, 2.93802197])"
409,"array([ 721.77, 1186.61])","array([0.95431239, 2.05060544])"
410,"array([727.06, 220.3 ])","array([-0.53223913,  3.27623193])"
411,"array([ 733.96, 1438.57])","array([1.26832395, 1.78528685])"
412,"array([ 735.99, 1121.58])","array([0.84354267, 2.17897359])"
413,"array([  74.59, 1050.47])","array([1.41307093, 3.26605356])"
414,"array([ 74.61, 149.98])","array([-0.20396131,  4.42146032])"
415,"array([741.58, 896.55])","array([0.39826296, 2.54340667])"
416,"array([743.68, 378.4 ])","array([-0.45782769,  3.03688335])"
417,"array([748.8 , 636.65])","array([-0.10460661,  2.84813371])"
418,"array([ 750.21, 1053.51])","array([0.7422392 , 2.31172336])"
419,"array([751.74, 796.98])","array([0.20786092, 2.64581478])"
420,"array([ 755.8 , 1367.96])","array([1.15711866, 1.82404814])"
421,"array([756.89, 244.16])","array([-0.51958473,  3.15706285])"
422,"array([ 757.33, 1023.03])","array([0.61037228, 2.30426204])"
423,"array([774.09, 984.94])","array([0.49779311, 2.40039736])"
424,"array([  78.65, 1355.26])","array([1.82840946, 2.94858702])"
425,"array([ 785.77, 1128.7 ])","array([0.72405492, 2.10466507])"
426,"array([ 786.79, 1269.92])","array([1.03690562, 1.84662241])"
427,"array([788.85, 406.53])","array([-0.43910445,  2.9522128 ])"
428,"array([788.85, 502.84])","array([-0.27839036,  2.883505  ])"
429,"array([792.89, 952.93])","array([0.361973  , 2.41597314])"
430,"array([793.12, 667.34])","array([-0.12084211,  2.73067827])"
431,"array([ 802.54, 1535.59])","array([1.33764228, 1.67170316])"
432,"array([804.2 , 283.79])","array([-0.56618759,  2.98821249])"
433,"array([ 806.09, 1210.99])","array([0.93104136, 1.90344192])"
434,"array([ 81.86, 210.07])","array([-0.04190558,  4.2656726 ])"
435,"array([811.87, 723.59])","array([0.05475534, 2.58981247])"
436,"array([ 816.25, 1176.45])","array([0.8231603 , 1.89780169])"
437,"array([ 819.3 , 1055.55])","array([0.60209885, 2.17975531])"
438,"array([822.95, 525.85])","array([-0.20000869,  2.81098924])"
439,"array([ 823.87, 1468.54])","array([1.21114207, 1.66899616])"
440,"array([824.38, 970.2 ])","array([0.38493162, 2.27060009])"
441,"array([ 827.43, 1139.87])","array([0.72905559, 1.95840754])"
442,"array([ 83.23, 478.98])","array([0.448195  , 3.70813848])"
443,"array([830.19, 689.07])","array([-0.09619764,  2.62307374])"
444,"array([830.62, 435.51])","array([-0.40603448,  2.86665061])"
445,"array([832.51, 888.93])","array([0.20088251, 2.4573965 ])"
446,"array([ 843.18, 1478.7 ])","array([1.1235717 , 1.56147447])"
447,"array([ 847.24, 1396.41])","array([1.09473541, 1.68740842])"
448,"array([850.8 , 935.66])","array([0.29036942, 2.22350983])"
449,"array([ 851.81, 1228.26])","array([0.88188507, 1.78429395])"
450,"array([ 852.83, 1142.92])","array([0.6579427 , 1.84332125])"
451,"array([854.48, 315.33])","array([-0.55111324,  2.89264103])"
452,"array([857.91, 988.49])","array([0.46697152, 2.14856725])"
453,"array([ 865.02, 1191.69])","array([0.81086592, 1.8026178 ])"
454,"array([867.05, 913.31])","array([0.18623862, 2.28186421])"
455,"array([869.82, 551.42])","array([-0.20149849,  2.69862566])"
456,"array([87.4 , 54.52])","array([-0.34435551,  4.55065982])"
457,"array([ 875.69, 1297.86])","array([0.97433842, 1.69958617])"
458,"array([ 891.43, 1243.5 ])","array([0.84448184, 1.66438463])"
459,"array([891.98, 341.75])","array([-0.51188016,  2.79620201])"
460,"array([893.69, 253.96])","array([-0.66305265,  2.83197951])"
461,"array([897.53, 775.14])","array([0.04056438, 2.46400534])"
462,"array([   9.57, 1223.18])","array([1.65272587, 3.21492896])"
463,"array([  90.85, 1276.01])","array([1.68059672, 3.02038695])"
464,"array([ 904.64, 1200.83])","array([0.7559689 , 1.72399194])"
465,"array([906.05, 569.75])","array([-0.23801029,  2.58008273])"
466,"array([907.69, 970.2 ])","array([0.30840492, 2.11129166])"
467,"array([ 908.71, 1007.8 ])","array([0.41514982, 2.00682517])"
468,"array([ 915.31, 1420.79])","array([1.0232333 , 1.56074526])"
469,"array([ 915.31, 1545.75])","array([1.07345916, 1.45812391])"
470,"array([ 915.82, 1157.14])","array([0.63773566, 1.73186269])"
471,"array([915.82, 857.43])","array([0.07025826, 2.22382664])"
472,"array([916.83, 952.93])","array([0.18787319, 2.14621036])"
473,"array([924.8 , 730.83])","array([-0.1152391 ,  2.37799028])"
474,"array([ 938.17, 1105.33])","array([0.5701389, 1.8016029])"
475,"array([948.33, 973.25])","array([0.15183709, 2.04006182])"
476,"array([952.93, 585.94])","array([-0.37415196,  2.4612941 ])"
477,"array([960.52, 891.97])","array([0.07819573, 2.12334473])"
478,"array([964.01, 667.76])","array([-0.26422992,  2.32574467])"
479,"array([964.86, 754.7 ])","array([-0.1571241 ,  2.28314833])"
480,"array([ 966.11, 1449.24])","array([0.96307077, 1.43055807])"
481,"array([ 97.45, 978.84])","array([1.29803289, 3.33794616])"
482,"array([970.4 , 386.92])","array([-0.56952186,  2.66498786])"
483,"array([ 970.68, 1039.29])","array([0.45482487, 1.81898035])"
484,"array([978.92, 124.41])","array([-0.804826  ,  2.75963161])"
485,"array([ 98.05, 439.34])","array([0.37403354, 3.81631982])"
486,"array([984.9 , 912.29])","array([0.09325721, 2.03241809])"
487,"array([985.31, 770.89])","array([-0.05664107,  2.22290962])"
